"member_id","year","name","total_assets","total_debt","net_worth","real_estate","building","land","deposits","stocks","n_properties","has_seoul_property","has_gangnam_property"
"9WQ7845Z",2016,"강효상",2879614,55000,2824614,1272000,1272000,0,1480505,72192,4,TRUE,TRUE
"9WQ7845Z",2017,"강효상",3151682,55000,3096682,1449000,1449000,0,1410456,251096,4,TRUE,TRUE
"9WQ7845Z",2018,"강효상",3470624,2000,3468624,2148000,2148000,0,1275183,14441,8,TRUE,TRUE
"9WQ7845Z",2019,"강효상",3804303,2000,3802303,2447000,2447000,0,1324539,15364,7,TRUE,TRUE
"9XB6464U",2015,"김현미",881017,95000,786017,757638,650302,107336,51243,0,3,FALSE,FALSE
"9XB6464U",2016,"김현미",926310,65274,861036,757638,650302,107336,37299,0,4,FALSE,FALSE
"9YO73104",2016,"전재수",394674,45782,348892,132400,127400,5000,201511,17361,4,FALSE,FALSE
"9YO73104",2017,"전재수",468817,54439,414378,132400,127400,5000,111454,20401,8,FALSE,FALSE
"9YO73104",2018,"전재수",659382,55562,603820,229488,227400,2088,153586,30168,5,FALSE,FALSE
"9YO73104",2019,"전재수",836004,295163,540841,627939,625660,2279,88849,0,6,FALSE,FALSE
"9YO73104",2020,"전재수",903483,346228,557255,601566,599000,2566,136249,27919,3,FALSE,FALSE
"9YO73104",2021,"전재수",969083,334593,634490,666865,664000,2865,138364,14263,3,FALSE,FALSE
"9YO73104",2022,"전재수",1441121,545585,895536,1150133,1147000,3133,111998,0,4,TRUE,FALSE
"9YO73104",2023,"전재수",1344155,535757,808398,1019318,1018000,1318,128889,20429,5,TRUE,FALSE
"9YO73104",2024,"전재수",689296,2262,687034,170000,170000,0,282366,0,2,TRUE,FALSE
"9ZP9014Q",2015,"이해찬",1285016,286728,998288,1068442,884632,183810,173563,0,6,TRUE,FALSE
"9ZP9014Q",2016,"이해찬",1419564,287605,1131959,1105976,916632,189344,116480,0,6,TRUE,FALSE
"9ZP9014Q",2017,"이해찬",1146653,320000,826653,698000,618632,79368,306081,0,4,TRUE,FALSE
"9ZP9014Q",2018,"이해찬",1742915,309736,1433179,761964,618632,143332,804452,0,4,TRUE,FALSE
"9ZP9014Q",2019,"이해찬",1697348,302920,1394428,811632,658632,153000,854344,0,4,TRUE,FALSE
"A0P4646G",2020,"최형두",1947316,606542,1340774,1569577,1568000,1577,370899,0,5,TRUE,TRUE
"A0P4646G",2021,"최형두",1952593,618974,1333619,1718705,1717000,1705,229400,0,4,TRUE,FALSE
"A0P4646G",2022,"최형두",2105482,520673,1584809,1833287,1831500,1787,263842,0,4,TRUE,FALSE
"A0P4646G",2023,"최형두",2012707,219862,1792845,1589122,1587500,1622,416622,0,6,TRUE,FALSE
"A0P4646G",2024,"최형두",2015753,60000,1955753,1487500,1487500,0,522170,0,5,TRUE,FALSE
"A2V51235",2020,"배진교",501775,285832,215943,317292,295565,21727,99991,0,4,FALSE,FALSE
"A2V51235",2021,"배진교",479672,251764,227908,318480,296113,22367,136835,1487,3,FALSE,FALSE
"A2V51235",2022,"배진교",1185811,736210,449601,979673,956557,23116,139150,0,4,FALSE,FALSE
"A2V51235",2023,"배진교",1110263,618108,492155,977828,956557,21271,74789,0,5,FALSE,FALSE
"A3H7195R",2015,"박완주",1586694,29815,1556879,943375,125400,817975,523558,0,2,FALSE,FALSE
"A3H7195R",2016,"박완주",601907,122000,479907,368000,368000,0,117438,0,3,FALSE,FALSE
"A3H7195R",2017,"박완주",875657,0,875657,429619,290000,139619,311529,0,4,TRUE,FALSE
"A3H7195R",2018,"박완주",999141,0,999141,398432,255000,143432,419426,0,3,TRUE,FALSE
"A3H7195R",2019,"박완주",1084444,4610,1079834,399894,255000,144894,650568,0,1,FALSE,FALSE
"A3H7195R",2020,"박완주",1153951,5840,1148111,452436,305000,147436,634203,0,2,FALSE,FALSE
"A3H7195R",2021,"박완주",1498558,304928,1193630,706796,595000,111796,440747,28021,4,TRUE,FALSE
"A3H7195R",2022,"박완주",1616287,299294,1316993,755632,585000,170632,436134,32841,4,TRUE,FALSE
"A3H7195R",2023,"박완주",1272507,15000,1257507,625800,354000,271800,451002,25377,2,FALSE,FALSE
"A486635H",2015,"안상수",298555,178000,120555,11570,11570,0,8729,0,3,FALSE,FALSE
"A486635H",2016,"안상수",605228,452999,152229,95170,1570,93600,173132,0,2,FALSE,FALSE
"A486635H",2017,"안상수",696345,392999,303346,95290,1690,93600,134371,0,1,FALSE,FALSE
"A486635H",2018,"안상수",675858,320999,354859,96120,96120,0,31359,0,2,FALSE,FALSE
"A486635H",2019,"안상수",637560,257999,379561,0,0,0,76774,0,2,FALSE,FALSE
"A494529E",2020,"천준호",1581683,6725,1574958,914000,914000,0,599057,0,3,TRUE,FALSE
"A494529E",2021,"천준호",1729932,0,1729932,1057000,1057000,0,599092,0,2,TRUE,FALSE
"A494529E",2022,"천준호",1470128,0,1470128,844040,844040,0,612745,0,2,TRUE,FALSE
"A494529E",2023,"천준호",1398569,10000,1388569,716500,716500,0,660719,0,3,TRUE,FALSE
"A494529E",2024,"천준호",1368845,0,1368845,697500,697500,0,602827,0,3,TRUE,FALSE
"A8O42480",2016,"손금주",1356107,538523,817584,1110806,802363,308443,163286,0,6,TRUE,TRUE
"A8O42480",2017,"손금주",1507490,531560,975930,1169600,844569,325031,189719,0,6,TRUE,TRUE
"A8O42480",2018,"손금주",1478552,571984,906568,1152875,886865,266010,225477,0,9,TRUE,TRUE
"A8O42480",2019,"손금주",1204671,550367,654304,882539,607759,274780,215212,0,8,TRUE,TRUE
"A935446Z",2016,"김종훈",712020,542104,169916,395000,150000,245000,137850,0,3,TRUE,FALSE
"A935446Z",2017,"김종훈",710593,566739,143854,401670,156670,245000,162947,0,3,TRUE,FALSE
"A935446Z",2018,"김종훈",929698,566230,363468,552000,307000,245000,171247,0,1,FALSE,FALSE
"A935446Z",2019,"김종훈",782743,575598,207145,401670,401670,0,204632,0,1,FALSE,FALSE
"ABT2266H",2016,"이용득",2936706,56000,2880706,1477005,1473899,3106,1179143,202635,9,TRUE,TRUE
"ABT2266H",2017,"이용득",3175434,56000,3119434,1484364,1480902,3462,1442855,161798,12,TRUE,TRUE
"ABT2266H",2018,"이용득",3269642,76756,3192886,1579339,1575651,3688,1299897,238827,8,TRUE,TRUE
"ABT2266H",2019,"이용득",4104440,534130,3570310,2486699,1782913,703786,1176908,260069,8,TRUE,TRUE
"AE685067",2020,"이규민",372386,300508,71878,235598,135891,99707,111558,0,2,FALSE,FALSE
"AEJ19639",2024,"박정훈",4574399,908824,3665575,4179695,1903820,2275875,251685,31585,7,TRUE,TRUE
"AEO5706C",2024,"이강일",2599420,0,2599420,1210000,1210000,0,1327715,52334,9,TRUE,FALSE
"AFH96856",2020,"신영대",492687,117675,375012,247550,247550,0,135990,0,3,TRUE,FALSE
"AFH96856",2021,"신영대",486610,49510,437100,256750,256750,0,171107,16822,4,TRUE,FALSE
"AFH96856",2022,"신영대",640844,11639,629205,257250,257250,0,217698,14228,4,TRUE,FALSE
"AFH96856",2023,"신영대",760670,9453,751217,257250,257250,0,398019,17767,4,TRUE,FALSE
"AFH96856",2024,"신영대",795618,7158,788460,257250,257250,0,353451,15682,4,TRUE,FALSE
"AFQ26679",2016,"주광덕",1513174,79465,1433709,1248926,352000,896926,140158,0,2,FALSE,FALSE
"AFQ26679",2017,"주광덕",1136808,93447,1043361,830558,358000,472558,151364,0,2,FALSE,FALSE
"AFQ26679",2018,"주광덕",1219989,101500,1118489,862203,366000,496203,154810,0,4,FALSE,FALSE
"AFQ26679",2019,"주광덕",1335864,94427,1241437,921348,376000,545348,154237,0,2,FALSE,FALSE
"AHO78623",2015,"주영순",7924805,816296,7108509,6325355,2605684,3719671,206461,691210,10,TRUE,TRUE
"AJV31724",2015,"이학재",5196870,948445,4248425,4580728,1246312,3334416,594687,0,2,FALSE,FALSE
"AJV31724",2016,"이학재",5265932,901527,4364405,4599231,1225797,3373434,639019,0,2,FALSE,FALSE
"AJV31724",2017,"이학재",5977672,1396238,4581434,5216522,1822247,3394275,513672,17837,3,FALSE,FALSE
"AJV31724",2018,"이학재",6037598,1469830,4567768,5258575,1816667,3441908,522420,20682,3,FALSE,FALSE
"AJV31724",2019,"이학재",6105787,1454392,4651395,5373515,1820938,3552577,486920,22188,3,FALSE,FALSE
"AMF4093D",2015,"김용태",1224021,295788,928233,634000,634000,0,570305,0,3,TRUE,FALSE
"AMF4093D",2016,"김용태",1087040,120645,966395,431000,431000,0,651035,0,4,TRUE,FALSE
"AMF4093D",2017,"김용태",1151964,162956,989008,444200,444200,0,666833,0,2,TRUE,FALSE
"AMF4093D",2018,"김용태",1263247,61446,1201801,488800,488800,0,656029,0,2,TRUE,FALSE
"AMF4093D",2019,"김용태",1370724,89686,1281038,537600,537600,0,753924,0,2,TRUE,FALSE
"ANS8383S",2024,"김대식",4127747,582000,3545747,2656058,2613080,42978,1253388,180954,5,TRUE,FALSE
"ARP89147",2016,"정동영",2240089,1099917,1140172,1816188,1750376,65812,292249,0,8,TRUE,TRUE
"ARP89147",2017,"정동영",2221319,1023862,1197457,1904558,1834376,70182,229917,0,7,TRUE,TRUE
"ARP89147",2018,"정동영",2964176,1480252,1483924,2496288,2424376,71912,332172,0,9,TRUE,TRUE
"ARP89147",2019,"정동영",3080480,1430916,1649564,2407685,2340376,67309,335012,0,7,TRUE,TRUE
"ARP89147",2024,"정동영",5384998,2840738,2544260,2739451,2321938,417513,443907,0,8,TRUE,TRUE
"ATB59635",2020,"김승원",669442,257341,412101,80000,80000,0,239930,9,3,FALSE,FALSE
"ATB59635",2021,"김승원",1127775,701975,425800,570000,570000,0,236224,4,3,FALSE,FALSE
"ATB59635",2022,"김승원",1185383,689774,495609,590000,590000,0,268141,4,3,FALSE,FALSE
"ATB59635",2023,"김승원",936433,459502,476931,370000,370000,0,258482,4,3,FALSE,FALSE
"ATB59635",2024,"김승원",1101071,579210,521861,551000,551000,0,267331,49,3,FALSE,FALSE
"B6F5266B",2016,"엄용수",1088521,689877,398644,673138,314400,358738,297778,1108,9,TRUE,FALSE
"B6F5266B",2017,"엄용수",1144655,669701,474954,724019,324400,399619,300814,1108,8,TRUE,FALSE
"B6F5266B",2018,"엄용수",1122057,445430,676627,735799,322200,413599,312279,1108,7,TRUE,FALSE
"B751170H",2019,"여영국",611327,204681,406646,345050,345050,0,144895,0,3,FALSE,FALSE
"B7789327",2024,"인요한",1462356,12582,1449774,0,0,0,1399634,0,0,FALSE,FALSE
"B7D7534L",2020,"김영배",476631,141231,335400,174000,174000,0,277683,0,2,TRUE,FALSE
"B7D7534L",2021,"김영배",1382457,887065,495392,854000,854000,0,474049,0,3,TRUE,FALSE
"B7D7534L",2022,"김영배",1569028,760355,808673,855200,855200,0,603503,0,2,TRUE,FALSE
"B7D7534L",2023,"김영배",1269258,291593,977665,723900,723900,0,468946,0,2,TRUE,FALSE
"B7D7534L",2024,"김영배",1365565,242814,1122751,758200,758200,0,487290,0,3,TRUE,FALSE
"B7H6207C",2020,"박대수",1392184,99966,1292218,627800,566000,61800,171692,222137,2,TRUE,FALSE
"B7H6207C",2021,"박대수",1549856,114986,1434870,841000,841000,0,190171,239255,4,TRUE,FALSE
"B7H6207C",2022,"박대수",1803694,0,1803694,940000,940000,0,305683,126135,3,TRUE,FALSE
"B7H6207C",2023,"박대수",2011529,0,2011529,940000,940000,0,680767,150965,2,TRUE,FALSE
"B7R2742J",2016,"기동민",1855765,11002,1844763,587200,511000,76200,1255170,0,2,TRUE,FALSE
"B7R2742J",2017,"기동민",2009252,15074,1994178,485000,485000,0,1274876,0,1,TRUE,FALSE
"B7R2742J",2018,"기동민",1853318,10888,1842430,485000,485000,0,1273156,0,1,TRUE,FALSE
"B7R2742J",2019,"기동민",2577239,506332,2070907,985000,985000,0,1456355,0,2,TRUE,FALSE
"B7R2742J",2020,"기동민",2571923,501375,2070548,995000,995000,0,1533534,0,2,TRUE,FALSE
"B7R2742J",2021,"기동민",2736828,5e+05,2236828,1105000,1105000,0,1487477,0,2,TRUE,FALSE
"B7R2742J",2022,"기동민",3001936,5e+05,2501936,1186000,1186000,0,1566608,0,2,TRUE,FALSE
"B7R2742J",2023,"기동민",2960961,5e+05,2460961,1167000,1167000,0,1514563,19702,2,TRUE,FALSE
"BCQ55105",2020,"한준호",582645,325528,257117,265000,265000,0,194888,0,1,FALSE,FALSE
"BCQ55105",2021,"한준호",857854,311575,546279,558720,280119,278601,225110,0,4,FALSE,FALSE
"BCQ55105",2022,"한준호",968202,278852,689350,605922,309119,296803,276455,0,4,FALSE,FALSE
"BCQ55105",2023,"한준호",892520,299110,593410,516604,246235,270369,288417,0,5,FALSE,FALSE
"BCQ55105",2024,"한준호",909233,312404,596829,486604,216235,270369,306829,0,5,FALSE,FALSE
"BEF9073K",2015,"홍종학",4950379,0,4950379,3369640,3368632,1008,1486391,0,5,TRUE,TRUE
"BHA7868N",2015,"이노근",1129775,658243,471532,959898,897000,62898,147183,0,2,TRUE,TRUE
"BIR8594P",2018,"임재훈",2161455,998331,1163124,1620591,1554255,66336,124345,291835,4,TRUE,TRUE
"BIR8594P",2019,"임재훈",2339805,831405,1508400,1761932,1688000,73932,117454,326935,4,TRUE,TRUE
"BLC8630L",2015,"박병석",3751758,163000,3588758,3407913,3000126,407787,250995,0,5,TRUE,TRUE
"BLC8630L",2016,"박병석",4108358,93000,4015358,3640814,3210071,430743,321570,0,5,TRUE,TRUE
"BLC8630L",2017,"박병석",4182834,73000,4109834,3767129,3318965,448164,251009,0,5,TRUE,TRUE
"BLC8630L",2018,"박병석",4650331,43000,4607331,4256461,3788309,468152,243442,0,6,TRUE,TRUE
"BLC8630L",2019,"박병석",5225770,310000,4915770,4665131,4469552,195579,453827,0,5,TRUE,TRUE
"BLC8630L",2020,"박병석",6326490,0,6326490,4556487,4225943,330544,1603266,0,5,TRUE,TRUE
"BLC8630L",2021,"박병석",6621489,0,6621489,6188842,5843130,345712,355071,0,4,TRUE,TRUE
"BLC8630L",2022,"박병석",6670231,0,6670231,6218957,5845039,373918,359769,0,4,TRUE,TRUE
"BLC8630L",2023,"박병석",6666035,0,6666035,6185064,5828844,356220,200553,199004,4,TRUE,TRUE
"BM63269Y",2015,"전해철",3054405,1087086,1967319,1644640,1488000,156640,1273947,0,4,TRUE,TRUE
"BM63269Y",2016,"전해철",3299561,1086565,2212996,1701765,1541000,160765,1254420,0,7,TRUE,TRUE
"BM63269Y",2017,"전해철",3742968,1284940,2458028,1925484,1761000,164484,1209405,0,7,TRUE,TRUE
"BM63269Y",2018,"전해철",3715526,151394,3564132,762990,594000,168990,2305840,0,3,TRUE,TRUE
"BM63269Y",2019,"전해철",4148837,248362,3900475,1068694,894000,174694,2374799,0,3,TRUE,FALSE
"BM63269Y",2022,"전해철",3957363,132013,3825350,1002086,788000,214086,1370505,904720,4,TRUE,FALSE
"BM63269Y",2023,"전해철",3847046,11407,3835639,818896,620000,198896,1835181,913422,4,TRUE,FALSE
"BN49469V",2015,"신경민",4856725,59930,4796795,841746,841000,746,1808732,2082528,3,TRUE,FALSE
"BN49469V",2016,"신경민",4142124,89872,4052252,898756,898000,756,1598064,1555841,4,TRUE,FALSE
"BN49469V",2017,"신경민",2934338,80391,2853947,964797,964000,797,770831,1103942,4,TRUE,FALSE
"BN49469V",2018,"신경민",2667246,24289,2642957,1076823,1076000,823,605120,945850,3,TRUE,FALSE
"BN49469V",2019,"신경민",2957132,25209,2931923,1178940,1178000,940,649717,1079795,3,TRUE,FALSE
"BNV6535N",2024,"정혜경",411661,237503,174158,251179,156000,95179,96462,43254,3,FALSE,FALSE
"BQS2021C",2015,"김성태",2102394,890000,1212394,1196343,1196343,0,742166,47285,3,TRUE,FALSE
"BQS2021C",2016,"김성태(1958)",2253711,1190000,1063711,1366257,1366257,0,760626,57031,3,TRUE,FALSE
"BQS2021C",2017,"김성태(1958)",2129786,440000,1689786,1055901,1055901,0,941287,48406,5,TRUE,FALSE
"BQS2021C",2018,"김성태(1958)",2379570,440000,1939570,1150552,1150552,0,1073783,74120,5,TRUE,FALSE
"BQS2021C",2019,"김성태(1958)",2480051,440000,2040051,1174938,1174938,0,1175061,48063,4,TRUE,FALSE
"BRU2690F",2024,"오세희",8501563,241909,8259654,2070000,2070000,0,6244466,536,3,TRUE,TRUE
"BT62420K",2016,"박찬대",1510967,334148,1176819,648000,648000,0,533303,21029,5,FALSE,FALSE
"BT62420K",2017,"박찬대",1813371,420601,1392770,1059000,1059000,0,355762,21058,7,FALSE,FALSE
"BT62420K",2018,"박찬대",1935408,377194,1558214,1058000,1058000,0,401924,21043,5,FALSE,FALSE
"BT62420K",2019,"박찬대",2032139,325231,1706908,1066000,1066000,0,538136,20945,5,FALSE,FALSE
"BT62420K",2020,"박찬대",2366510,341000,2025510,1084000,1084000,0,846868,20840,9,FALSE,FALSE
"BT62420K",2021,"박찬대",2585734,341000,2244734,1167800,1167800,0,1061130,21247,7,TRUE,FALSE
"BT62420K",2022,"박찬대",2569316,383,2568933,1317600,1317600,0,851152,21183,7,TRUE,FALSE
"BT62420K",2023,"박찬대",2765491,0,2765491,694700,694700,0,1768369,20000,6,FALSE,FALSE
"BT62420K",2024,"박찬대",2965741,0,2965741,691200,691200,0,1958842,20000,6,FALSE,FALSE
"BTP28870",2016,"이훈",1502672,308368,1194304,884000,884000,0,510718,0,3,TRUE,FALSE
"BTP28870",2017,"이훈",1676784,378368,1298416,948000,948000,0,511030,0,3,TRUE,FALSE
"BTP28870",2018,"이훈",1812371,308160,1504211,1103000,1103000,0,463465,0,4,TRUE,FALSE
"BTP28870",2019,"이훈",1980804,308160,1672644,1257000,1257000,0,523071,0,2,TRUE,FALSE
"BUA6864N",2015,"유대운",2463957,312000,2151957,612107,612006,101,1656279,0,4,TRUE,FALSE
"BWD92364",2015,"이찬열",1481581,583252,898329,655271,534000,121271,486521,0,2,FALSE,FALSE
"BWD92364",2016,"이찬열",1371129,431283,939846,662488,542000,120488,411874,0,2,FALSE,FALSE
"BWD92364",2017,"이찬열",1237762,244410,993352,664679,564000,100679,280543,0,2,FALSE,FALSE
"BWD92364",2018,"이찬열",1317167,217764,1099403,672926,570000,102926,336551,0,2,FALSE,FALSE
"BWD92364",2019,"이찬열",1373260,224153,1149107,684175,574000,110175,392745,0,2,FALSE,FALSE
"C7E79345",2016,"권칠승",452244,184950,267294,285000,285000,0,110407,938,2,FALSE,FALSE
"C7E79345",2017,"권칠승",464132,176320,287812,3e+05,3e+05,0,130824,1051,2,FALSE,FALSE
"C7E79345",2018,"권칠승",497018,172964,324054,3e+05,3e+05,0,124672,521,2,FALSE,FALSE
"C7E79345",2019,"권칠승",554188,169591,384597,3e+05,3e+05,0,148625,0,2,FALSE,FALSE
"C7E79345",2020,"권칠승",660919,165873,495046,3e+05,3e+05,0,186265,16254,2,FALSE,FALSE
"C7E79345",2022,"권칠승",793158,129140,664018,388000,388000,0,303134,0,3,TRUE,FALSE
"C7E79345",2023,"권칠승",863607,111917,751690,3e+05,3e+05,0,333496,0,2,FALSE,FALSE
"C7E79345",2024,"권칠승",808525,54992,753533,315000,315000,0,301606,46226,2,FALSE,FALSE
"C7Z8238W",2015,"황영철",624136,50000,574136,153000,153000,0,342585,0,3,TRUE,FALSE
"C7Z8238W",2016,"황영철",660521,0,660521,173000,173000,0,409079,0,4,TRUE,FALSE
"C7Z8238W",2017,"황영철",607146,0,607146,284000,284000,0,299720,0,4,TRUE,FALSE
"C7Z8238W",2018,"황영철",615031,0,615031,314000,314000,0,286922,0,3,TRUE,FALSE
"C8L89785",2015,"이에리사",5055278,0,5055278,3523966,789000,2734966,1276735,0,2,TRUE,TRUE
"CAA7713A",2020,"백종헌",29958213,1355328,28602885,17520503,12881700,4638803,3671864,8643434,37,TRUE,FALSE
"CAA7713A",2021,"백종헌",27892334,1317344,26574990,18566731,13535201,5031530,3648562,5516842,8,TRUE,FALSE
"CAA7713A",2022,"백종헌",31006347,1274437,29731910,19725940,14991909,4734031,4453868,6320054,8,TRUE,FALSE
"CAA7713A",2023,"백종헌",36628588,3323874,33304714,19019122,14537706,4481416,4199647,12777418,8,TRUE,FALSE
"CAA7713A",2024,"백종헌",36119140,3764000,32355140,18333700,14463720,3869980,4829796,12428288,9,TRUE,FALSE
"CAL85655",2015,"유기준",3607396,0,3607396,1734463,1281968,452495,991322,382564,5,TRUE,TRUE
"CAL85655",2016,"유기준",3501510,0,3501510,1775266,1313969,461297,998503,316834,6,TRUE,TRUE
"CAL85655",2017,"유기준",3575283,0,3575283,1787208,1314458,472750,989349,407236,5,TRUE,TRUE
"CAL85655",2018,"유기준",3532966,24709,3508257,1896739,1395497,501242,926077,319920,6,TRUE,TRUE
"CAL85655",2019,"유기준",3896346,20000,3876346,2011121,1491830,519291,991747,503218,5,TRUE,TRUE
"CCU1009B",2020,"이해식",2001979,460684,1541295,1364600,1364600,0,541935,26713,4,TRUE,FALSE
"CCU1009B",2021,"이해식",2401111,637599,1763512,2057000,2057000,0,321522,7307,5,TRUE,FALSE
"CCU1009B",2022,"이해식",2585806,596267,1989539,2178000,2178000,0,315692,5615,4,TRUE,FALSE
"CCU1009B",2023,"이해식",2272990,551500,1721490,1663000,1663000,0,487390,7914,4,TRUE,FALSE
"CCU1009B",2024,"이해식",3288177,850000,2438177,2451000,2451000,0,553509,6832,6,TRUE,FALSE
"CDL93608",2016,"조응천",3669575,540000,3129575,2048170,2003000,45170,1293076,237669,7,TRUE,TRUE
"CDL93608",2017,"조응천",3909103,540000,3369103,2076998,2028000,48998,1469043,244482,7,TRUE,TRUE
"CDL93608",2018,"조응천",4250293,640000,3610293,2526826,2474000,52826,1273292,225625,10,TRUE,TRUE
"CDL93608",2019,"조응천",4319269,603768,3715501,2517803,2460000,57803,1435892,249254,7,TRUE,TRUE
"CDL93608",2020,"조응천",4887769,651480,4236289,2984334,2925000,59334,1602140,204295,7,TRUE,TRUE
"CDL93608",2021,"조응천",5045493,590000,4455493,3018970,2956000,62970,1770795,185108,7,TRUE,TRUE
"CDL93608",2022,"조응천",5356616,680000,4676616,3357000,3357000,0,1771286,109530,7,TRUE,TRUE
"CDL93608",2023,"조응천",5294932,680000,4614932,3021000,3021000,0,1950894,178736,9,TRUE,TRUE
"CFE3998F",2015,"이상직",4376514,1097602,3278912,1687000,1687000,0,145163,30000,5,TRUE,TRUE
"CFE3998F",2020,"이상직",22318705,4561410,17757295,3248000,3248000,0,161534,16850868,5,TRUE,TRUE
"CFE3998F",2021,"이상직",5182499,4541709,640790,3016000,3016000,0,117049,0,5,TRUE,TRUE
"CGW7415Z",2024,"정성국",879460,670000,209460,534000,534000,0,184090,91480,7,TRUE,FALSE
"CHN4172Q",2015,"김장실",1062741,245290,817451,440000,440000,0,597378,0,3,TRUE,FALSE
"CI15627C",2016,"김두관",574113,201612,372501,288412,281100,7312,166057,0,3,FALSE,FALSE
"CI15627C",2017,"김두관",716376,255792,460584,309255,301100,8155,220616,0,3,FALSE,FALSE
"CI15627C",2018,"김두관",687952,209707,478245,312123,303400,8723,264808,0,3,FALSE,FALSE
"CI15627C",2019,"김두관",728157,185457,542700,373248,364400,8848,310001,0,4,FALSE,FALSE
"CI15627C",2020,"김두관",825892,262636,563256,439575,430200,9375,357734,8611,8,FALSE,FALSE
"CI15627C",2021,"김두관",850301,405556,444745,442409,431600,10809,363303,29485,5,FALSE,FALSE
"CI15627C",2022,"김두관",791006,466054,324952,512537,499400,13137,230295,0,7,FALSE,FALSE
"CI15627C",2023,"김두관",776455,468658,307797,511325,499100,12225,254112,0,4,FALSE,FALSE
"CIZ8557P",2024,"장종태",749304,0,749304,492000,492000,0,236891,0,3,FALSE,FALSE
"CJX51868",2016,"정종섭",3436134,665309,2770825,2759125,2745610,13515,579110,0,11,TRUE,TRUE
"CJX51868",2017,"정종섭",4084911,884167,3200744,3248797,3235202,13595,728892,10216,15,TRUE,TRUE
"CJX51868",2018,"정종섭",4446666,863069,3583597,3699058,3685190,13868,621832,10216,18,TRUE,TRUE
"CJX51868",2019,"정종섭",5057649,735040,4322609,4193963,4179479,14484,746010,10216,13,TRUE,TRUE
"CK143054",2024,"양부남",8713828,176000,8537828,3414128,3131000,283128,4955386,12675,7,TRUE,FALSE
"CKH5381Y",2015,"노철래",3895793,670000,3225793,2697932,2638000,59932,1155950,0,7,TRUE,TRUE
"CNW5754J",2016,"송석준",1308903,520884,788019,685650,518097,167553,358176,5475,5,FALSE,FALSE
"CNW5754J",2017,"송석준",1311335,463666,847669,913858,743507,170351,358156,4821,4,FALSE,FALSE
"CNW5754J",2018,"송석준",1468047,452962,1015085,865309,784142,81167,467255,6540,4,FALSE,FALSE
"CNW5754J",2019,"송석준",1389031,443081,945950,925524,840700,84824,406394,5293,4,FALSE,FALSE
"CNW5754J",2020,"송석준",1498703,433201,1065502,1009139,921750,87389,438152,5209,4,FALSE,FALSE
"CNW5754J",2021,"송석준",1752690,447645,1305045,1162007,1065422,96585,479392,27163,5,FALSE,FALSE
"CNW5754J",2022,"송석준",2237708,430414,1807294,1381716,1278898,102818,584287,25078,5,FALSE,FALSE
"CNW5754J",2023,"송석준",1909245,371073,1538172,1136033,1035495,100538,574248,56025,6,TRUE,TRUE
"CNW5754J",2024,"송석준",2071575,457743,1613832,1249204,1145691,103513,647402,24913,7,TRUE,TRUE
"CNZ51556",2020,"김예지",545015,0,545015,351000,351000,0,176681,0,1,TRUE,FALSE
"CNZ51556",2021,"김예지",713534,0,713534,402000,402000,0,265377,0,1,TRUE,FALSE
"CNZ51556",2022,"김예지",862568,0,862568,441000,441000,0,352980,0,1,TRUE,FALSE
"CNZ51556",2023,"김예지",928208,0,928208,449000,449000,0,382589,0,2,TRUE,FALSE
"CNZ51556",2024,"김예지",950788,0,950788,449000,449000,0,441840,0,2,TRUE,FALSE
"CST4991F",2024,"임광현",2714836,116497,2598339,1876050,1876050,0,726934,0,7,TRUE,TRUE
"CT85313K",2020,"서병수",5512843,148500,5364343,2242776,1379218,863558,590207,0,7,TRUE,FALSE
"CT85313K",2021,"서병수",5769381,148500,5620881,2452771,1480897,971874,606796,0,6,TRUE,FALSE
"CT85313K",2022,"서병수",6098845,148500,5950345,2765068,1677553,1087515,633655,0,7,TRUE,FALSE
"CT85313K",2023,"서병수",6303082,148500,6154582,3120590,1420827,1699763,437525,0,6,TRUE,FALSE
"CXA6162I",2016,"김현아",2334091,512420,1821671,1489722,1489722,0,779761,0,7,TRUE,TRUE
"CXA6162I",2017,"김현아",2393264,543316,1849948,1406243,1406243,0,764152,0,9,TRUE,TRUE
"CXA6162I",2018,"김현아",2374212,273810,2100402,1489988,1489988,0,657335,0,7,TRUE,TRUE
"CXA6162I",2019,"김현아",2645452,240782,2404670,1673581,1673581,0,752941,0,9,TRUE,TRUE
"CYD5815E",2015,"정갑윤",1457311,634634,822677,1013648,1006000,7648,371991,9172,5,TRUE,FALSE
"CYD5815E",2016,"정갑윤",1648334,735418,912916,1101505,1093000,8505,402722,29607,5,TRUE,FALSE
"CYD5815E",2017,"정갑윤",1776310,688680,1087630,1206280,1197000,9280,418910,27120,6,TRUE,FALSE
"CYD5815E",2018,"정갑윤",1183389,405769,777620,759434,749000,10434,311584,10801,4,TRUE,FALSE
"CYD5815E",2019,"정갑윤",1138125,367292,770833,705797,695000,10797,313608,9030,4,TRUE,FALSE
"CZB4125D",2016,"장제원",2938082,1153147,1784935,2294239,2294239,0,462369,0,4,FALSE,FALSE
"CZB4125D",2017,"장제원",3669642,1111634,2558008,2772261,2772261,0,523911,180000,4,FALSE,FALSE
"CZB4125D",2018,"장제원",4115427,1721277,2394150,3312220,3312220,0,611091,0,5,TRUE,FALSE
"CZB4125D",2019,"장제원",4044319,1832361,2211958,3402220,3402220,0,474951,0,5,TRUE,FALSE
